ace ##r wants $ 170 to just look at it then add the repair cost on top of that .####0,2 -1,-1	SUPPORT#PRICE#1
i absolutely love this laptop , it looks great , its quality is amazing and can handle so many games without any la ##g involved .####4,5 13,14	LAPTOP#QUALITY#2
i absolutely love this laptop , it looks great , its quality is amazing and can handle so many games without any la ##g involved .####4,5 -1,-1	LAPTOP#OPERATION_PERFORMANCE#2
its battery life is really good , and the led lights are nice .####1,3 5,6	BATTERY#OPERATION_PERFORMANCE#2
its battery life is really good , and the led lights are nice .####9,11 12,13	DISPLAY#GENERAL#2
however , after weeks of having this laptop , its out ##go ##es a bunch of problems .####7,8 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
the 1st problem that occurred is it kept shutting on and off .####-1,-1 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasn ##t working .####4,6 7,8	SOFTWARE#OPERATION_PERFORMANCE#0
2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasn ##t working .####12,13 -1,-1	SOFTWARE#OPERATION_PERFORMANCE#0
2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasn ##t working .####21,23 -1,-1	SOFTWARE#OPERATION_PERFORMANCE#0
this bio ##s is horrible .####1,3 4,5	SOFTWARE#GENERAL#0
what was even worse was the customer service .####6,8 3,4	SUPPORT#GENERAL#0
purchased it the first time , thought it was faulty hardware , returned for a replacement of the exact same , and it had the exact problems .####10,11 9,10	HARDWARE#DESIGN_FEATURES#0
i bought this product for black friday and i have been using it steadily since then .####3,4 13,14	LAPTOP#GENERAL#1
i have been using it for about a month and the screen already is having little white streaks on it without anything to cause it .####11,12 -1,-1	DISPLAY#DESIGN_FEATURES#0
the inside is great but i feel like it won ' t last long enough before the outside cr ##umble ##s .####1,2 3,4	LAPTOP#DESIGN_FEATURES#2
the computer was a 50 - 50 chance to boot from day one , but we figured it needed to run updates and get settled .####1,2 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
this was a christmas present and now we ' re scrambling because it sucks .####-1,-1 13,14	LAPTOP#GENERAL#0
suddenly the laptop goes to sleep and doesn ' t wake up .####2,3 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
i bought this in august and i have had to completely wipe 2 ##x and roll ##back after every critical update since november .####-1,-1 -1,-1	LAPTOP#GENERAL#0
definitely has issues with windows 10 .####4,6 -1,-1	OS#OPERATION_PERFORMANCE#0
system shut ##down problems every month .####0,1 -1,-1	OS#OPERATION_PERFORMANCE#0
tech support is useless .####0,2 3,4	SUPPORT#GENERAL#0
update : i have had this computer for about 3 months now , and it is full of problems .####6,7 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
i got this laptop 2 days ago and it says plug ##ged in , not charged .####3,4 -1,-1	LAPTOP#GENERAL#0
i rep ##lu ##g and restarted the laptop 3 times and it still does n ' t work .####7,8 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
the fan is almost always on even if you have it set to automatic , although it ' s not loud .####1,2 -1,-1	FANS&COOLING#OPERATION_PERFORMANCE#0
microphone is really low .####0,1 3,4	MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE#0
absolutely terrible quality control to not even get past the initial boot .####2,4 1,2	LAPTOP#QUALITY#0
had purchase this for my child to surf the net ; i ' d noticed ( and i can easily reproduce the problem ) , whenever her game needs to download an update , it seems like no data is coming down , while the hard ##drive activity ( read and write ) is very high .####45,48 55,56	HARD_DISC#OPERATION_PERFORMANCE#0
not a good quality laptop .####4,5 0,3	LAPTOP#QUALITY#0
this laptop has good hardware spec ##s , but the screen has very poor color coverage : 59 % .####10,11 13,14	DISPLAY#DESIGN_FEATURES#0
it was crashing , it would restart and then the monitor would not work until i plug ##ged it into an external one , and even then it would usually require a restart again .####-1,-1 2,3	LAPTOP#OPERATION_PERFORMANCE#0
it was crashing , it would restart and then the monitor would not work until i plug ##ged it into an external one , and even then it would usually require a restart again .####10,11 -1,-1	DISPLAY#OPERATION_PERFORMANCE#0
i returned this one as well .####-1,-1 -1,-1	LAPTOP#GENERAL#0
it is not a great build .####-1,-1 2,5	LAPTOP#DESIGN_FEATURES#0
i had high hopes but sadly i had to return the second as well .####-1,-1 5,6	LAPTOP#GENERAL#0
computer was good but i would not recommend for battery .####0,1 2,3	LAPTOP#GENERAL#2
computer was good but i would not recommend for battery .####9,10 6,8	BATTERY#GENERAL#0
to bad the battery did n ' t work out .####3,4 1,2	BATTERY#OPERATION_PERFORMANCE#0
when it works , it works well .####-1,-1 6,7	LAPTOP#OPERATION_PERFORMANCE#2
but i ' ve had consistent issues with this laptop since i ' ve bought it .####9,10 -1,-1	LAPTOP#GENERAL#0
* * * update * * * this laptop has already bit the dust ; it crashed with a blue screen of death , and then refused to power back on .####8,9 16,17	LAPTOP#OPERATION_PERFORMANCE#0
what is the point of download ##ing games , files , anything , when a couple of weeks later it will crash and fail to recover !####-1,-1 21,22	LAPTOP#OPERATION_PERFORMANCE#0
what is the point of download ##ing games , files , anything , when a couple of weeks later it will crash and fail to recover !####-1,-1 23,24	LAPTOP#OPERATION_PERFORMANCE#0
i bought this because it had a good price .####-1,-1 7,8	LAPTOP#PRICE#2
then suddenly it needs a software update which made my laptop crash .####10,11 11,12	LAPTOP#QUALITY#0
the computer literally blue screened on the second day because system 32 was corrupt .####10,12 13,14	OS#OPERATION_PERFORMANCE#0
the computer literally blue screened on the second day because system 32 was corrupt .####1,2 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
when it does run it runs great .####-1,-1 6,7	LAPTOP#OPERATION_PERFORMANCE#2
do not buy this .####-1,-1 -1,-1	LAPTOP#GENERAL#0
will never buy an ms ##i product again , and will tell every person i know to stay far away .####4,7 -1,-1	COMPANY#GENERAL#0
it stopped working a week after i rec ##ie ##ved it .####-1,-1 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
don ' t recommend it .####-1,-1 1,4	LAPTOP#GENERAL#0
i bought this computer a bit over two months ago for my son ' s college and after installing the windows update , it crashed !####3,4 24,25	LAPTOP#OPERATION_PERFORMANCE#0
do n ' t buy this laptop or brand .####6,7 -1,-1	LAPTOP#GENERAL#0
do n ' t buy this laptop or brand .####8,9 -1,-1	LAPTOP#GENERAL#0
i barely do anything on it and it is a complete garbage can of a laptop .####15,16 11,12	LAPTOP#GENERAL#0
the screen will not work .####1,2 -1,-1	DISPLAY#OPERATION_PERFORMANCE#0
now the start up is failing .####2,4 5,6	OS#OPERATION_PERFORMANCE#0
i wouldn ' t recommend this product .####6,7 2,5	LAPTOP#GENERAL#0
it performs good for the price tag attached but it will have a boot ##ing problem at ##les ##t once every week and you have to format the machine .####-1,-1 2,3	LAPTOP#PRICE#2
it performs good for the price tag attached but it will have a boot ##ing problem at ##les ##t once every week and you have to format the machine .####-1,-1 -1,-1	LAPTOP#OPERATION_PERFORMANCE#0
i do not recommend this to anyone in the gaming lab ##top market .####9,12 2,4	LAPTOP#GENERAL#0
update review : having had this laptop for a few months it has had a bad crash from a recent windows update .####6,7 15,16	LAPTOP#OPERATION_PERFORMANCE#0
update review : having had this laptop for a few months it has had a bad crash from a recent windows update .####6,7 16,17	LAPTOP#OPERATION_PERFORMANCE#0
very let down by the reliability of this machine .####8,9 1,3	LAPTOP#QUALITY#0
i will never buy ms ##i again and urge others to re - think about this brand .####4,6 -1,-1	COMPANY#GENERAL#0
it gets used everyday for work all day long and some light gaming in the evening .####-1,-1 -1,-1	LAPTOP#GENERAL#1
so far the performance has been spectacular !####3,4 6,7	LAPTOP#OPERATION_PERFORMANCE#2
8 + lbs , this one is right under 5 so it makes it nice and portable .####-1,-1 14,15	LAPTOP#PORTABILITY#2
8 + lbs , this one is right under 5 so it makes it nice and portable .####-1,-1 16,17	LAPTOP#PORTABILITY#2
this is my first ms ##i and if it stays great i will be a returning customer .####4,6 10,11	LAPTOP#GENERAL#2
the battery life on the laptop is disappointing and the web ##cam doesn ' t work it .####1,6 7,8	BATTERY#OPERATION_PERFORMANCE#0
the battery life on the laptop is disappointing and the web ##cam doesn ' t work it .####10,12 -1,-1	MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE#0
received this laptop on july 30 , 2018 and by august 5 , 2018 , not even 1 week later , it has stopped working .####2,3 -1,-1	LAPTOP#GENERAL#0
ms ##i should be ashamed at putting out products they know have issues with no intent of correct ##ing the problem during the building and testing phase .####0,2 4,5	COMPANY#GENERAL#0
ms ##i should be ashamed at putting out products they know have issues with no intent of correct ##ing the problem during the building and testing phase .####8,9 -1,-1	LAPTOP#GENERAL#0
i can not recommend any products from this company and encourage everyone to avoid them .####5,9 -1,-1	LAPTOP#GENERAL#0
i really like the laptop and how fast it is and all the spec ##s but , the internet started dropping only in this laptop .####24,25 7,8	LAPTOP#OPERATION_PERFORMANCE#2
i really like the laptop and how fast it is and all the spec ##s but , the internet started dropping only in this laptop .####18,19 -1,-1	LAPTOP#CONNECTIVITY#0
good gaming computer .####1,3 0,1	LAPTOP#GENERAL#0
for the price i paid , this laptop can ' t be beat .####7,8 -1,-1	LAPTOP#PRICE#2
for $ 49 ##9 the laptop is a bargain , but you should only buy if you you plan to add an ss ##d in the near future .####5,6 8,9	LAPTOP#PRICE#2
+ the colour is a beautiful grey and not purple as reviewed by other users####2,3 5,6	DISPLAY#DESIGN_FEATURES#2
+ finger ##print sensor is accurate####1,4 5,6	HARDWARE#USABILITY#2
- power button next to del ##ete button ?####1,3 -1,-1	KEYBOARD#DESIGN_FEATURES#0
- power button next to del ##ete button ?####5,8 -1,-1	KEYBOARD#DESIGN_FEATURES#0
- caps lock without a led notification , not so clever .####1,3 8,11	KEYBOARD#DESIGN_FEATURES#0
it does have an ip ##s screen , battery life is going strong , and no touch pad issues .####4,7 -1,-1	DISPLAY#GENERAL#1
it does have an ip ##s screen , battery life is going strong , and no touch pad issues .####8,10 12,13	BATTERY#OPERATION_PERFORMANCE#2
it does have an ip ##s screen , battery life is going strong , and no touch pad issues .####16,18 -1,-1	HARDWARE#OPERATION_PERFORMANCE#2
definitely a steal at the price i bought this for .####-1,-1 -1,-1	LAPTOP#PRICE#2
initial impression is that this thing is super light , almost 1 / 2 the weight of my as ##us u ##x ##50 ##1 ##v ##w but with the same screen dimensions .####-1,-1 8,9	LAPTOP#DESIGN_FEATURES#2
keyboard feels firm and no flex , screen is nice for the price range .####0,1 2,3	KEYBOARD#QUALITY#2
keyboard feels firm and no flex , screen is nice for the price range .####7,8 9,10	DISPLAY#PRICE#2
good sound quality####1,3 0,1	MULTIMEDIA_DEVICES#QUALITY#2
horrible keyboard flex####1,3 0,1	KEYBOARD#QUALITY#0
the max screen brightness isn ' t very bright####2,3 5,9	DISPLAY#OPERATION_PERFORMANCE#0
no back ##lit keyboard####1,4 -1,-1	KEYBOARD#GENERAL#0
horrible light bleed from the top edge of the screen####9,10 0,1	DISPLAY#QUALITY#0
no ventilation at bottom of laptop####5,6 -1,-1	LAPTOP#DESIGN_FEATURES#0
the laptop looks beautiful and the 8th gen intel core is a performance powerhouse .####1,2 3,4	LAPTOP#DESIGN_FEATURES#2
the laptop looks beautiful and the 8th gen intel core is a performance powerhouse .####6,10 13,14	CPU#OPERATION_PERFORMANCE#2
the laptop is a little bigger than i had hoped and heavier than i expected it to feel .####1,2 5,6	LAPTOP#DESIGN_FEATURES#0
the laptop is a little bigger than i had hoped and heavier than i expected it to feel .####1,2 11,12	LAPTOP#DESIGN_FEATURES#0
to me back - lighting on a keyboard is a make or break so i might return the laptop though ( bought it because i could have sworn i read it was back ##lit when i purchased it ) .####18,19 -1,-1	KEYBOARD#DESIGN_FEATURES#0
overall , its a pretty good looking laptop that falls short of feeling truly premium ( back ##lit keyboard , cheap quality screen , keyboard flex ) .####7,8 5,7	LAPTOP#DESIGN_FEATURES#2
the display is brilliant , has the whites ##t whites and the black ##est blacks , contrast is excellent and the colors are outstanding .####1,2 3,4	DISPLAY#DESIGN_FEATURES#2
the display is brilliant , has the whites ##t whites and the black ##est blacks , contrast is excellent and the colors are outstanding .####16,17 18,19	DISPLAY#DESIGN_FEATURES#2
the display is brilliant , has the whites ##t whites and the black ##est blacks , contrast is excellent and the colors are outstanding .####21,22 23,24	DISPLAY#DESIGN_FEATURES#2
not only is it a hd ##d , but its a slow one .####5,7 11,12	HARD_DISC#OPERATION_PERFORMANCE#0
- keyboard isn ' t back - lit####1,2 -1,-1	KEYBOARD#DESIGN_FEATURES#0
- no cd / dvd reader ( but who uses them nowadays anyway )####2,6 -1,-1	OPTICAL_DRIVES#DESIGN_FEATURES#1
highly recommend this laptop for mobile workers .####3,4 1,2	LAPTOP#MISCELLANEOUS#2
the ram is expand ##able ; i bought 8 gb additional and installed myself fairly easily .####1,2 3,5	MEMORY#DESIGN_FEATURES#2
quiet keyboard .####1,2 0,1	KEYBOARD#DESIGN_FEATURES#2
ok battery life , 4 or 5 hours of continuous use , but i ' m never far away from a plug so no big deal really .####1,3 0,1	BATTERY#OPERATION_PERFORMANCE#1
con ##s : del ##ete key near the power button ( o ##ops ! )####3,6 0,2	KEYBOARD#DESIGN_FEATURES#0
internal graphics only ; not recommended for high intensity gaming or 3d modeling .####0,2 4,6	GRAPHICS#DESIGN_FEATURES#0
this has been a really good computer for the money .####6,7 5,6	LAPTOP#PRICE#2
it is fast and lightweight .####-1,-1 2,3	LAPTOP#OPERATION_PERFORMANCE#2
it is fast and lightweight .####0,1 4,5	LAPTOP#DESIGN_FEATURES#2
i do n ' t game , so not idea how that would go , but it ' s probably not bad .####-1,-1 20,22	LAPTOP#OPERATION_PERFORMANCE#1
the only thing i don ' t like is that the power button sits beside the del ##ete key .####11,13 5,8	KEYBOARD#DESIGN_FEATURES#0
it ' s a good system and has loads of space available for storage :####5,6 4,5	OS#GENERAL#2
it ' s a good system and has loads of space available for storage :####13,14 11,12	MEMORY#DESIGN_FEATURES#2
the 1 ##t ##b included drive is pretty slow , but battery life and processing power is pretty great .####1,6 8,9	HARD_DISC#OPERATION_PERFORMANCE#0
the 1 ##t ##b included drive is pretty slow , but battery life and processing power is pretty great .####11,13 18,19	BATTERY#GENERAL#2
the 1 ##t ##b included drive is pretty slow , but battery life and processing power is pretty great .####14,16 18,19	CPU#GENERAL#2
